hs6_code,hs4_code,hs6_title,category,product_description
520621,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",Cotton yarn,Single combed coarse blended yarn
520622,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",Cotton yarn,Single combed mid-coarse blended yarn
520622,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",Cotton yarn,Combed blended yarn for weaving
520622,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",Cotton yarn,Medium combed blended single yarn
520623,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",Cotton yarn,Mid-count combed blended single yarn
520623,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",Cotton yarn,Single combed mid-count blended yarn
520623,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",Cotton yarn,Combed blended yarn for apparel
520624,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",Cotton yarn,Mid-fine combed blended single yarn
520624,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",Cotton yarn,Fine combed blended single yarn
520624,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",Cotton yarn,Single combed mid-fine blended yarn
520625,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",Cotton yarn,Single combed fine blended yarn
520625,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",Cotton yarn,Fine combed blended single yarn
520625,5206,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",Cotton yarn,Lightweight combed blended yarn
520631,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled uncombed coarse blended yarn
520631,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled coarse blended yarn
520631,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Multi-ply uncombed blended yarn
520632,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Medium cabled blended yarn
520632,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Multi-ply uncombed blended yarn
520632,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled uncombed mid-coarse blended yarn
520633,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled blended yarn for fabrics
520633,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Mid-count cabled blended yarn
520633,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled uncombed mid-count blended yarn
520634,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled uncombed mid-fine blended yarn
520634,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled fine blended yarn
520634,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Mid-fine cabled blended yarn
520635,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled uncombed fine blended yarn
520635,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Lightweight cabled blended yarn
520635,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Fine multi-ply blended uncombed yarn
520641,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed coarse blended yarn
520641,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Multi-ply combed blended yarn
520641,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled coarse combed blended yarn
520642,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed mid-coarse blended yarn
520642,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Multi-ply combed blended yarn
520642,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",Cotton yarn,Medium cabled combed blended yarn
520643,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed blended yarn for apparel
520643,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Mid-count cabled combed blended yarn
520643,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed mid-count blended yarn
520644,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Mid-fine cabled combed blended yarn
520644,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed mid-fine blended yarn
520644,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed blended yarn for fine fabrics
520645,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Cabled combed fine blended yarn
520645,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Fine multi-ply combed blended yarn
520645,5206,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",Cotton yarn,Lightweight cabled combed blended yarn
520710,5207,"Cotton yarn; (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale",Cotton yarn,Retail cotton yarn hanks 85%+
520710,5207,"Cotton yarn; (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale",Cotton yarn,Retail-packaged cotton yarn 85%+
520710,5207,"Cotton yarn; (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale",Cotton yarn,Retail cotton yarn skeins 85%+
520790,5207,"Cotton yarn; (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale",Cotton yarn,Retail mixed-fibre yarn hanks
520790,5207,"Cotton yarn; (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale",Cotton yarn,Retail blended yarn skeins
520790,5207,"Cotton yarn; (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale",Cotton yarn,Retail-packaged blended yarn <85% cotton
520811,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2",Cotton fabric,85%+ cotton plain cloth
520811,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2",Cotton fabric,Unbleached plain-weave cotton
520811,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2",Cotton fabric,Lightweight cotton shirting
520812,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Unbleached medium-weight plain cotton
520812,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,85%+ cotton midweight cloth
520812,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Plain-weave cotton 100–200 g/m2
520813,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Cross-twill unbleached cotton
520813,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,3- or 4-thread twill cotton
520813,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Unbleached twill cotton fabric
520819,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2",Cotton fabric,Unbleached miscellaneous-weave cotton
520819,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2",Cotton fabric,Unbleached special-weave cotton
520819,5208,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2",Cotton fabric,Other-weave unbleached cotton cloth
520821,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2",Cotton fabric,85%+ cotton bleached cloth
520821,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2",Cotton fabric,Bleached plain-weave cotton
520821,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2",Cotton fabric,Lightweight bleached cotton shirting
520822,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,85%+ cotton bleached midweight
520822,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Bleached medium-weight plain cotton
520822,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Bleached plain-weave 100–200 g/m2
520823,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Cross-twill bleached cotton
520823,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,3- or 4-thread bleached twill
520823,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Bleached twill cotton fabric
520829,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2",Cotton fabric,Other-weave bleached cotton cloth
520829,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2",Cotton fabric,Bleached special-weave cotton
520829,5208,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2",Cotton fabric,Bleached miscellaneous-weave cotton
520831,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2",Cotton fabric,Light dyed cotton shirting
520831,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2",Cotton fabric,Dyed plain-weave cotton
520831,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2",Cotton fabric,85%+ cotton dyed cloth
520832,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Dyed medium-weight plain cotton
520832,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Dyed plain-weave 100–200 g/m2
520832,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,85%+ cotton dyed midweight
520833,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Dyed twill cotton fabric
520833,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Cross-twill dyed cotton
520833,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,3- or 4-thread dyed twill
520839,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2",Cotton fabric,Dyed special-weave cotton
520839,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2",Cotton fabric,Other-weave dyed cotton cloth
520839,5208,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2",Cotton fabric,Dyed miscellaneous-weave cotton
520841,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2",Cotton fabric,Plain cotton from multicolour yarns
520841,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2",Cotton fabric,Light multicolour yarn cotton cloth
520841,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2",Cotton fabric,85%+ cotton multicolour plain
520842,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Plain multicolour 100–200 g/m2
520842,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Midweight multicolour plain cotton
520842,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,85%+ cotton multicolour midweight
520843,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Twill multicolour cotton fabric
520843,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,Cross-twill multicolour cotton
520843,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",Cotton fabric,3- or 4-thread multicolour twill
520849,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2",Cotton fabric,Multicolour special-weave cotton
520849,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2",Cotton fabric,Multicolour miscellaneous-weave cotton
520849,5208,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2",Cotton fabric,Other-weave multicolour cotton cloth
520851,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2",Cotton fabric,85%+ cotton printed cloth
520851,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2",Cotton fabric,Printed plain-weave cotton
520851,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2",Cotton fabric,Light printed cotton shirting
520852,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,85%+ cotton printed midweight
520852,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Printed plain-weave 100–200 g/m2
520852,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",Cotton fabric,Printed medium-weight plain cotton
520859,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2",Cotton fabric,Other-weave printed cotton cloth
520859,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2",Cotton fabric,Printed special-weave cotton
520859,5208,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2",Cotton fabric,Printed miscellaneous-weave cotton
520911,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2",Cotton fabric,Unbleached heavy plain cotton
520911,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2",Cotton fabric,85%+ cotton heavy plain
520911,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2",Cotton fabric,Full-weight unbleached plain cloth
520912,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,3- or 4-thread heavy twill
520912,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Unbleached heavy twill cotton
520912,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Cross-twill unbleached heavy cotton
520919,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2",Cotton fabric,Other-weave heavy unbleached cotton
520919,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2",Cotton fabric,Unbleached heavy miscellaneous-weave cotton
520919,5209,"Fabrics, woven; containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2",Cotton fabric,Unbleached heavy special-weave cotton
520921,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2",Cotton fabric,85%+ cotton heavy bleached
520921,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2",Cotton fabric,Bleached heavy plain cotton
520921,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2",Cotton fabric,Full-weight bleached plain cloth
520922,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,3- or 4-thread heavy bleached twill
520922,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Cross-twill bleached heavy cotton
520922,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Bleached heavy twill cotton
520929,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2",Cotton fabric,Bleached heavy miscellaneous-weave cotton
520929,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2",Cotton fabric,Other-weave heavy bleached cotton
520929,5209,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2",Cotton fabric,Bleached heavy special-weave cotton
520931,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2",Cotton fabric,85%+ cotton heavy dyed
520931,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2",Cotton fabric,Dyed heavy plain cotton
520931,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2",Cotton fabric,Full-weight dyed plain cloth
520932,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Cross-twill dyed heavy cotton
520932,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Dyed heavy twill cotton
520932,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,3- or 4-thread heavy dyed twill
520939,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2",Cotton fabric,Dyed heavy miscellaneous-weave cotton
520939,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2",Cotton fabric,Dyed heavy special-weave cotton
520939,5209,"Fabrics, woven; containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2",Cotton fabric,Other-weave heavy dyed cotton
520941,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",Cotton fabric,Heavy multicolour plain cotton
520941,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",Cotton fabric,85%+ cotton heavy multicolour
520941,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",Cotton fabric,Full-weight multicolour plain cloth
520942,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim",Cotton fabric,Heavy multicolour denim fabric
520942,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim",Cotton fabric,Full-weight multicolour denim cloth
520942,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim",Cotton fabric,Denim from different-colour yarns
520943,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,3- or 4-thread heavy multicolour twill
520943,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Heavy multicolour twill cotton
520943,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Cross-twill heavy multicolour cotton
520949,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2",Cotton fabric,Multicolour heavy miscellaneous-weave cotton
520949,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2",Cotton fabric,Heavy multicolour special-weave cotton
520949,5209,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2",Cotton fabric,Other-weave heavy multicolour cotton
520951,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2",Cotton fabric,Printed heavy plain cotton
520951,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2",Cotton fabric,Full-weight printed plain cloth
520951,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2",Cotton fabric,85%+ cotton heavy printed
520952,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,3- or 4-thread printed heavy twill
520952,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Cross-twill heavy printed cotton
520952,5209,"Fabrics, woven; containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",Cotton fabric,Printed heavy twill cotton
